Country,Continent,Rank,Title,Artists,Album,Explicit,Duration,Democracy_Index,Lyrics
Sweden,Europe,36,Rover (feat. DTG),"S1mba, DTG",Rover (feat. DTG),1,2:47,0.838,
Sweden,Europe,37,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42,0.838,
Sweden,Europe,38,Det Kommer Bli Bra,Laleh,Det Kommer Bli Bra,0,3:51,0.838,"Om jag går vilse
Få mig att hitta tillbaks
Visa mig havet igen
Det som fanns före och är större än jag

Flytta på stenar, lär mig nåt mera
Barnen de sjunger, vi har alla svar
De växer som träden
Snart äger ni världen
Ni får mig att tro
Ni kommer klara er bra

Åh, jag är bara en sten i havet
Det är inte värre än så
Så, så, så
Några ringar på ett hav
Är allt vi lämnar kvar
Du är bara en sten i havet
Det är inte värre än så
Så, så, så
Vad var det ni sa? (Vad var det vi sa)
Det kommer bli bra (Det kommer bli bra)

Säg det är lätt, så lätt
Jag borde förstå
Bara nån kromosom ifrån att vara ett moln
Håll i min hand, vi går till en park
Och träffar andra familjer som kan skratta åt allt

Flytta på stenar, lär mig nåt mera
Barnen de sjunger, vi har alla svar
De växer som träden
Snart äger ni världen
Ni får mig att tro
Ni kommer klara er bra, åh

Jag är bara en sten i havet
Det är inte värre än så
Så, så, så
Några ringar på ett hav
Är allt vi lämnar kvar
Du är bara en sten i havet
Det är inte värre än så
Så, så, så
Vad var det ni sa? (Vad var det vi sa)
Det kommer bli bra (Det kommer bli bra)
Det kommer bli bra (Det kommer bli bra)

Det började inte med mig
Nej, livet är för vackert
Vad var det ni sa? (Det kommer bli bra)
Det slutar inte här med mig
Det bästa, det har inte hänt än
Vad var det ni sa? (Det kommer bli bra)
Nej, det slutar inte här med dig
Ser ringarna på vattnet
Vad var det vi sa?
Det kommer bli bra

Jag är bara en sten i havet
Det är inte värre än så
Så, så, så
Några ringar på ett hav
Är allt vi lämnar kvar
Du är bara en sten i havet
Det är inte värre än så
Så, så, så
Vad var det ni sa? (Vad var det vi sa)
Det kommer bli bra (Det kommer bli bra)

Vad var det ni sa? (Vad var det vi sa)
Det kommer bli bra (Det kommer bli bra)"
Sweden,Europe,39,Kings & Queens,Ava Max,Kings & Queens,0,2:42,0.838,
Sweden,Europe,40,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56,0.838,
Sweden,Europe,41,Va händish,"Einár, Thrife",Welcome To Sweden,1,2:36,0.838,"Yeah (Abonnent)
Du kan bli knockad av en
Du kan bli knockad av en, yeah (Ab-Ab—)

Du kan bli knockad av en kula, den knockar dig här för evigt
Om du kvittrar som en duva, det kommer inte bli trevligt
Och folk vill se oss i burar, det är därför vi hatar Berit
Mantlar AK-47:an och pungar en laddad semi
Eyo, sluta spela över för vi gillar skjuta över midjan
Vill du träffa döden, jag ser till då att du möter nian
Shunon spelar thug, bre, men, broder, vi fick fram bögen i han
Hon är inget jag rör, bre, om hon inte över tia (Abonnent)
Ra-ta-ta, den går ra-ta-ta
Får din mamma gråta och din pa-pa-pa
Hämta la-pa-par, dela kla-pa-par
Kallen sjunger finare än Lady Ga-ga-ga
Men den sjunger inte pokerface
Pow, pow, pow, pow, det så det låter, ey
Vi skär upp din kind, du blir kallad för jokerface
Och gärin skakar götten till låten, babe
Kn-knulla aina, FTP, kn-knulla aina, FTP
Vi är där pengar finns, du brukar vara där festen är
Jag hoppas Paki ser mig, bror, jag skiter i om resten ser
Hah, bror, jag skiter i om resten ser
Min bror har paranoia, han springer från alla hojar
Är han strapped, han tar fram den, eyo, bror, du tror jag skojar
Och min bror har paranoia, han springer från alla hojar
Är han strapped, han tar fram den, eyo, bror, du tror jag skojar (Abonnent)

Ey, vad händish?
Nisse han har blivit till en kändis
Jag är nummer ett av alla topp femtio
Och jag snurrar runt i trakten med en Bentley, med en Bentley
Eyo, bror, vad händish? Ey
Nisse han har blivit till en kändis, ey
Nummer ett av alla topp femtio, ey (Ab—)
Snurrar runt i trakten med en Bentley, ey, med en Bentley, ey, ey

Jag är strapped här med grabbar, centan den är bemannad
Jag har äpplen, jag har kallar och semin den är i brallan
Jag är hundra, du är femtio, på gatan du kommer falla
Bror, jag knullar ainas mamma, på E4:an när jag taggar
Här vi jagar kaniner som att vi springer från shorta
Betala oss minst en hundring om du vill se oss två bokas
Försök att gå mot mig och mina, bror, ni är inte kloka
Räk-räknar mina cash som jag heter Frank Lucas
Ah, nio millimeter, chicana på fittpikéten
Tackar Gud för att jag lever, parkerad och jagar degen
Nio millimeter, chicana på fittpikéten
Tackar Gud för att jag lever, parkerad och jagar degen

Den går ra-ta-ta, den går ra-ta-ta
Får din mamma gråta och din pa-pa-pa (Ab-Ab—)
Står med hasslarna, kasta kassarna
Hämta kallen, låt den sjunga Lady Ga-ga-ga (
Abonnent
)

Ey, vad händish?
Nisse han har blivit till en kändis
Jag är nummer ett av alla topp femtio
Och jag snurrar runt i trakten med en Bentley, med en Bentley
Eyo, bror, vad händish? Ey
Nisse han har blivit till en kändis, ey
Nummer ett av alla topp femtio, ey (Ab—)
Snurrar runt i trakten med en Bentley, ey, med en Bentley

Eyo, bror, vad händish? Ey
Nisse han har blivit till en kändis, ey
Nummer ett av alla topp femtio, ey (Ab-Ab—)
Snurrar runt i trakten med en Bentley, ey, med en Bentley, ey, ey
(Abonnent)"
Sweden,Europe,42,Think About Things,Daði Freyr,Think About Things,0,2:53,0.838,
Sweden,Europe,43,Nån av oss,Miriam Bryant,Nån av oss,0,3:47,0.838,"Ta tillbaks när det fula var fint
Den där tröjan du svettades i
Jag har den kvar men jag vet inte var
Vi blev bänga på Oxytocin
Kvar i sängen och hjärtslag blev beats
Var det så nånting skevt blev musik?

Kan vi säga som det är?
Eller hoppas att vi två är
Nånting större än det här
Trots att vi bara låtsas att det finns ett oss här

Våra ord är för små och för stora
En av oss kommer alltid förlora
Nån av oss, kanske du, kanske jag
(Nån av oss)
När vi ses blir allt alltid förstorat
Nån har vunnit och nån har förlorat
Nån av oss, blir det jag, blir det du?
(Nån av oss)

Vi kan vara en titel från Beatles
Få va tidlös och aldrig besviken
Du är så himla bra, så jävla fin
Jag vill leka att allt är okej
Kan du hålla och komma i mig?
Jag kan va bara din, Penny Lane

Kan du säga som det är?
Eller hoppas att vi två är
Nånting bättre än det här
Trots att vi bara låtsas att det finns ett oss här

Våra ord är för små och för stora
En av oss kommer alltid förlora
Nån av oss, kanske du, kanske jag
(Nån av oss)
När vi ses blir allt alltid förstorat
Nån har vunnit och nån har förlorat
Nån av oss, blir det jag, blir det du?
(Nån av oss)

Nån av oss, nån av oss, nån av oss
Nån av oss
Nån av oss, nån av oss, nån av oss
Nån av oss, nån av oss, nån av oss
Nån av mig eller dig, mig eller dig
Nån av oss, oh

Våra ord är för små och för stora
En av oss kommer alltid förlora
Nån av oss, kanske du, kanske jag
(Nån av oss)
När vi ses blir allt alltid förstorat
Nån har vunnit och nån har förlorat
Nån av oss, blir det jag, blir det du?
(Nån av oss)

Nån av oss"
Sweden,Europe,44,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03,0.838,
Sweden,Europe,45,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41,0.838,
Sweden,Europe,46,Chambea,Newkid,Chambea,0,2:50,0.838,"Chambea, chambea, chambea
Vi behöver inga ord för att veta
När du visar med din kropp vad du menar
Chambea, chambea, chambea, chambea
Jag gillar ljudet av mitt namn när det ekar
När du frågar mig igen efter mera

Har mina händer på din kropp där de passar
Så är vi bara vänner eller är vi nåt annat?
Du gör ingenting när vi är nakna, oh-oh
Kastar omkring mina lakan
Baby, va händer?
Mi casa es su casa (Eh, eh, eh)

Gillar när du tar kommando
Toppen av som en Lambo
Käkar din booty som mango (Eh, eh, eh)
Ah, yeah
Vi tar trips till Milano
Nu finns cash, inga blanco
Bailando, åh, bailando

Chambea, chambea, chambea
Vi behöver inga ord för att veta
När du visar med din kropp vad du menar
Chambea, chambea, chambea, chambea
Jag gillar ljudet av mitt namn när det ekar
När du frågar mig igen efter mera

Sättet du rör dig (Mm)
Får igång mina tankar (De går igång)
Ingen som stör, nej (Nej, nej)
Baby, fuck dina grannar (Fuck de)
För du vet din boy han är famous
Klart du gillar mig när vi är way up
Vi matchar i Chanel och vi dejtar (Vi matchar)
Ingenting är fake, så I'm straight up

Gillar när du tar kommando
Toppen av som en Lambo (Lambo)
Käkar din booty som mango
Ah, yeah
Vi tar trips till Milano
Nu finns cash, inga blanco
Bailando, åh, bailando

Chambea, chambea, chambea
Vi behöver inga ord för att veta
När du visar med din kropp vad du menar
Chambea, chambea, chambea, chambea
Jag gillar ljudet av mitt namn när det ekar
När du frågar mig igen efter mera"
Sweden,Europe,47,Apelsinskal (feat. Newkid),"Tjuvjakt, Newkid",Apelsinskal (feat. Newkid),1,2:38,0.838,"För de som inte tog mig på allvar
Vi tar det i mitt tacktal, fuck y'all
För vi jobbade i skuggan, vi stod ut
Men allt vi gör är moves nu, i solljus
Hade flingor i min skål, det var hood life
Nu vi säger ""Skål"" för det good life
Bror, jag hade inte råd, det var bush life
Nu jag klipper två 'cause I could lie

Vi tog oss igenom några riktigt tuffa år (År)
90 graders lutning, ja, då fick man putta på (På)
Världen är så stor nu när man tittar uppifrån
Allt på flaskan står på spanska utom 1942
Livet gav citroner så vi whippa up en bål (Bål)
Drippen är så crispy, borde dippat den i sås (Sås)
Tittar på Mustangerna vi sitter uppe på
Medans du står där och väntar på att sista bussen går (Oh-oh)

För de som inte tog mig på allvar
Vi tar det i mitt tacktal, fuck y'all
För vi jobbade i skuggan, vi stod ut
Men allt vi gör är moves nu, i solljus
Hade flingor i min skål, det var hood life
Nu vi säger ""Skål"" för det good life
Bror, jag hade inte råd, det var bush life
Nu jag klipper två 'cause I could lie

Hur många gånger har man vänt på ett dygn? (För många)
Gjort sig förtjänt utav några stygn? (Nåt ögonbryn)
Smugit köksingången, innehållit mig skymd? (Under kapuschong)
Tappat det totalt men ändå känt det som en win?
Glas i luften i vår ära, plingen går i key
Det är sånt man ej kan lära, livets melodi
Man får vad man förtjänar, en timme terapi
Men de timmarna var värda för att komma hit

För de som inte tog mig på allvar
Vi tar det i mitt tacktal, fuck y'all
För vi jobbade i skuggan, vi stod ut
Men allt vi gör är moves nu, i solljus
Hade flingor i min skål, det var hood life
Nu vi säger ""Skål"" för det good life
Bror, jag hade inte råd, det var bush life (Jag hade inte råd)
Nu jag klipper två, två 'cause I could lie

Ah, bror
Yeah
Could lie
Ah, yeah"
Sweden,Europe,48,Like It Is,"Kygo, Zara Larsson, Tyga",Like It Is,0,3:03,0.838,
Sweden,Europe,49,Alla drömmar är uppfyllda,Håkan Hellström,Rampljus Vol. 1,0,5:20,0.838,"(Geng ge-ge-geng g-geng-geng-geng ge-geng geng g-g-g-genga (osv.))
Åååh wow!

De som aldrig fått näsan nedtryckt i livet
De som aldrig känt pressen
Aldrig blitt biten av hunden
Predika inte för prästen
När jag tar stegen ut på scenen
Och tightar till din käft, brother

Och Broder Daniel
Har inte sovit på en vecka
Asteroider i kuverten
Du spottar ord som Coltrane
140 genom kurvan
Shit, man, vi får inte somna innan
Alla drömmar är uppfyllda

Och till och med vaktparaden
Spelar ""Känn ingen sorg"" nu
Håkan du skulle vart grym om du
Bara gjort en platta och sen dött vid tjusju
Det de älskar dig för i början
Är det de hatar längre fram
När alla drömmar är uppfyllda

Letar inte efter dig själv
I showbiz för dom kommer
Moonwalka över din själ
Så ta vad fan du vill och släng resten åt helvete
Som om Askungen på balen
Bara gått fram till prinsen och sagt
""Oh boy, I need to win""

Att fortsätta försöka fast du är täckt av ärr
Det du älskar kan dra dig ner
Doktorn såg upp från sina papper
""Hjärtat krossat på elva ställen
Du har buntat ihop dig själv i verser
Framför tusentals mänskor”

Nu går jag här varje dag
Ser spöken under varje gatlykta
Och en liten krabat
Ser upp på mig och gör precis som jag
Va försiktig, min lilla
Om du också ska försöka
Få dina drömmar uppfyllda"
Sweden,Europe,50,Salt,Ava Max,Salt,0,3:00,0.838,
Switzerland,Europe,1,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01,0.871,
Switzerland,Europe,2,Komm Komm,Capital Bra,Komm Komm,0,2:40,0.871,
Switzerland,Europe,3,Roadrunner,Bonez MC,Roadrunner,0,2:29,0.871,
Switzerland,Europe,4,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56,0.871,
Switzerland,Europe,5,Blinding Lights,The Weeknd,After Hours,0,3:20,0.871,
Switzerland,Europe,6,GOOBA,6ix9ine,GOOBA,1,2:12,0.871,
Switzerland,Europe,7,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07,0.871,
Switzerland,Europe,8,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56,0.871,
Switzerland,Europe,9,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29,0.871,
Switzerland,Europe,10,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45,0.871,
Switzerland,Europe,11,Breaking Me,"Topic, A7S",Breaking Me,0,2:46,0.871,
Switzerland,Europe,12,Fame,Apache 207,Fame,0,2:53,0.871,
Switzerland,Europe,13,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53,0.871,
Switzerland,Europe,14,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02,0.871,
Switzerland,Europe,15,MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",MAMACITA,1,4:09,0.871,
Switzerland,Europe,16,In Your Eyes (feat. Alida),"Robin Schulz, Alida",In Your Eyes (feat. Alida),0,3:28,0.871,
Switzerland,Europe,17,Nicht verdient,"Capital Bra, Loredana",Nicht verdient,0,2:56,0.871,
Switzerland,Europe,18,Salt,Ava Max,Salt,0,3:00,0.871,
Switzerland,Europe,19,Tusa,"KAROL G, Nicki Minaj",Tusa,0,3:20,0.871,
Switzerland,Europe,20,Airwaves,Pashanim,Airwaves,0,2:58,0.871,
Switzerland,Europe,21,FAVELA,Dardan,FAVELA,1,2:39,0.871,
Switzerland,Europe,22,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16,0.871,
Switzerland,Europe,23,Sunday Best,Surfaces,Where the Light Is,0,2:38,0.871,
Switzerland,Europe,24,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03,0.871,
Switzerland,Europe,25,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43,0.871,
Switzerland,Europe,26,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48,0.871,
Switzerland,Europe,27,Kings & Queens,Ava Max,Kings & Queens,0,2:42,0.871,
Switzerland,Europe,28,Emotions,Ufo361,Rich Rich,0,2:26,0.871,
Switzerland,Europe,29,Lose Somebody,"Kygo, OneRepublic",Lose Somebody,0,3:19,0.871,
Switzerland,Europe,30,Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,0,3:02,0.871,
Switzerland,Europe,31,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42,0.871,
Switzerland,Europe,32,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,1,2:55,0.871,
Switzerland,Europe,33,Roller,Apache 207,Platte,1,2:37,0.871,
Switzerland,Europe,34,Modela,Ardian Bujupi,Modela,0,2:34,0.871,
Switzerland,Europe,35,JAUNÉ,"Booba, Zed",JAUNÉ,1,3:35,0.871,
Switzerland,Europe,36,Before You Go,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Edition),0,3:35,0.871,
Switzerland,Europe,37,Life Is Good (feat. Drake),"Future, Drake",High Off Life,1,3:57,0.871,
Switzerland,Europe,38,Ride It,Regard,Ride It,0,2:37,0.871,
Switzerland,Europe,39,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41,0.871,
Switzerland,Europe,40,Falling,Trevor Daniel,Nicotine,0,2:39,0.871,
Switzerland,Europe,41,WHATS POPPIN,Jack Harlow,Sweet Action,1,2:19,0.871,
Switzerland,Europe,42,Boss Bitch,Doja Cat,Boss Bitch,0,2:14,0.871,
Switzerland,Europe,43,Some Say,Nea,Some Say,0,2:55,0.871,
Switzerland,Europe,44,Don't Rush (feat. Headie One),"Young T & Bugsey, Headie One",Plead The 5th,1,3:27,0.871,
Switzerland,Europe,45,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,4:03,0.871,
Switzerland,Europe,46,Say So,Doja Cat,Hot Pink,1,3:57,0.871,
Switzerland,Europe,47,Fingertips,Tom Gregory,Fingertips,0,2:45,0.871,
Switzerland,Europe,48,GEHT NICH GIBS NICH,"KC Rebell, Summer Cem",GEHT NICH GIBS NICH,0,3:00,0.871,
Switzerland,Europe,49,WIEDER MAL,"FOURTY, Monet192",WIEDER MAL,0,2:55,0.871,
Switzerland,Europe,50,Maison,Luciano,Maison,0,3:13,0.871,
Taiwan,Asia,1,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02,0.726,
Taiwan,Asia,2,她沒在看我,瘦子E.SO,她沒在看我,0,2:58,0.726,"最远的距离我们之间多了他
5.58 inches 挡着妳的眼神没有扎
我想记得妳的样子有点面熟 I mean
我的线索都是半张脸孔 有点笼统
我以为妳会期待我们见面
我以为我们能够认识不只有梦里的画面
或许妳害怕交谈只留下一张照片
我离开时还在想是否我的奢望有点越线
我想 看妳跳舞 我想 看妳身体赞美我的天赋
让我感觉不是独处 妳能鼓舞 我想看妳笑的开怀像妳爱妳生命
永远都是春季 香甜可口蜂蜜
把手给我 让我握著
我让妳感受那些我不曾有过的
这是唯一能让妳看到我的方法 或者
2019 有没有时光机能够坐呢
她没在看我 她没在看我
在她的心中 却有一半我
每当我低头 她没在舞动
当我挥洒著汗水 当我挥洒汗水
当我的视线跟他对到眼
当我的思绪没法安份点
几千只双眼盯着我们的关系都无法轻淡写
Oh man 那画面散太远
我记得 妳那天递给我的一张面纸
留着妳的电话 妳的地址 妳的意思
我躺在房里想着妳抚媚的样子
抱歉我不能出现
他还在妳照的那面镜子
他在那记录妳的妆容妳的胖瘦
今天晚上妳会遇见谁
陪伴妳的每个周末 妳的放纵
留给我的已经不特别
为何他总是让妳低头
不停想我就算我已站在妳面前
剩下留给妳的脑中 妳的眼中
哪怕只有一瞬间
她没在看我 她没在看我
在她的心中 却有一半我
每当我低头 她没在舞动
当我挥洒汗水 当我挥洒汗水
他在那记录妳的妆容妳的胖瘦
今天晚上妳会遇见谁
陪伴妳的每个周末 妳的放纵
留给我的已经不特别
为何他总是让妳低头
不停想我就算我已站在妳面前
剩下留给妳的脑中 妳的眼中
哪怕只有一瞬间"
Taiwan,Asia,3,"想見你想見你想見你(電視劇""想見你""片尾曲)",831,"想見你想見你想見你(電視劇""想見你""片尾曲)",0,3:59,0.726,
Taiwan,Asia,4,eight(Prod.&Feat. SUGA of BTS),"IU, SUGA",eight,0,2:47,0.726,
Taiwan,Asia,5,Without You,高爾宣 OSN,#osnrap,0,2:55,0.726,"I’m still the same 都好像沒有變
Nothing changed 還是討厭下雨天
還是不愛認錯
脾氣是硬了點
這我都清楚但我沒有辦法改變
我後悔高中花錢裝很吵的排氣管
想努力賺錢養妳 卻養成了壞習慣
我還想帶妳到處晃晃到處帶妳玩
'Cause me without you it feels like
情人節沒有愛人
像台相機沒有快門
像張書桌沒有檯燈
'Cause me without you it feels like

A sentence without no spaces
It be like youtube without no playlist
Or a chapter without no pages
'Cause me without you it feels just wrong

I don’t wanna live without you
I dont wanna be alone and
想念妳的每個角度
如果我們還能夠重來
Oh
You don’t know how I feel inside
So
I don’t wanna live without you
我沒有辦法

'Cause I’ve been through that
重蹈覆徹 I can’t do that
沒得負責 Oh damn too bad
I need you right now, yo, where you at?
先把我的面子放兩邊
榨乾我就像搶劫
Goddamn, I got nothing left
掉進去 No fun down here
救救我 I call my friends
訴苦 說了好幾遍
他們叫我振作點
I know man but I fuckin can’t
幫我刪了 Instagram
Your post I don’t wanna see
想到妳曾promise me
我乾掉一支Hennessy

I just wanna know, baby, why you gonna go?
我們之間太多 的我捨不得放手 yeah
失去妳就像失去我的麥克風
我不要我的fans 不要IG的followers 'cause—

I don’t wanna live without you
I don‘t wanna be alone and
想念妳的每個角度
如果我們還能夠重來
Oh
You don’t know how I feel inside
So
I don’t wanna live without you
我沒有辦法
I don’t wanna live without you
I don‘t wanna be alone and
想念妳的每個角度
如果我們還能夠重來
Oh
You don’t know how I feel inside
So
I don’t wanna live without you
我沒有辦法"
Taiwan,Asia,6,CHANGE,瘦子E.SO,CHANGE,0,2:39,0.726,"I don’t wanna change you, baby
Please don’t try to change me, baby
We loved each other in the first place
現在我們要的是誰
See, I don’t wanna change you, baby
Please don’t try to change me, baby
繞了一圈回到原點
要不乾脆換另一位

妳沒有說話總是低著頭
形同陌路卻還是牽著手
一朵浮雲我卻想要抓的攏
空氣凝結身邊的路人都變成兵馬俑
妳曾經問我 怎樣才算perfect match
我沒有跟妳說過在我見妳第一面
如今我更不確定 妳想要的改變
我能不能不當妳家人想要的圖片
我每天對著鏡子練習
襯衫的扣子需要扣到哪裡 才算得體
車裡的音樂清單換掉了 再會了陷阱
我只有國中畢業證書是否不夠配妳
Baby, you don’t need to change
I’m don’t feel no shame
我不需要妳的任何改變我深愛著妳是誰
I’m sorry, I was panic以為這樣才是對
忘記什麼讓我們能快樂自私在作祟

I don’t wanna change you, baby
Please don’t try to change me, baby
We loved each other in the first place
現在我們要的是誰
See, I don’t wanna change you, baby
Please don’t try to change me, baby
繞了一圈回到原點
要不乾脆換另一位

改我的態度
因為妳只想要當妳
會讓妳哭
如果我只做我自己
都是敗訴
兩個人只保護自己
I can’t save you, I can’t blame you
把脖子掐的太緊
Wanna run away?
妳的問題像猜燈謎
不敢隨便回
You say you hate me but you love me getting complex
You say you hate me but you love me
哩勒公蝦毀

燒好的菜 卻食之無味
話題不再 幽默當消遣
Baby, it’s fine
不算太壞 感覺能找回來
燒好的菜 卻食之無味
話題不再 幽默當消遣
Baby, it’s fine
不算太壞 感覺能找回來

I don’t wanna change you, baby
Please don’t try to change me, baby
We loved each other in the first place
現在我們要的是誰
See, I don’t wanna change you, baby
Please don’t try to change me, baby
繞了一圈回到原點
要不乾脆換另一位"
Taiwan,Asia,7,太陽,Pika Chiu,邱振哲《遠行的太陽》首張創作專輯,0,4:22,0.726,
Taiwan,Asia,8,怎麼了,Eric Chou,終於了解自由 (Deluxe),0,5:21,0.726,
Taiwan,Asia,9,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48,0.726,
Taiwan,Asia,10,Be Kind (with Halsey),"Marshmello, Halsey",Be Kind (with Halsey),0,2:52,0.726,
Taiwan,Asia,11,天黑請閉眼 feat. 邱鋒澤,"Nine Chen, Feng Ze",過 (PASS),0,4:46,0.726,"確認身份 別恍神
這遊戲 無法天真
多麼認真 三更半夜 都還在這
奮不顧身 滿是傷痕 教人沈淪 危險迷人
想起那時 多快樂
手牽著手 屠神
才轉眼間 我們卻 變得如此陌生
奮不顧身 滿是傷痕 享受爾虞我詐的快樂

天黑請閉眼
我在你身邊
卻測不出妳雪藏的那面
該怎麼進退 妳狼狽發言
那些預言都 成了虧欠
天黑請閉眼
愛在你身邊
毒藥是誰給 女巫的懲戒
我怎麼進退 故事的結尾
你一槍爆裂埋葬我的愛戀
Oh 不斷輪迴

確認身份 別恍神
這遊戲 無法天真
多麼認真 三更半夜 都還在這
奮不顧身 滿是傷痕 教人沈淪 危險迷人
想起那時 多快樂
手牽著手 屠神
才轉眼間 我們卻 變得如此陌生
奮不顧身 滿是傷痕 享受爾虞我詐的快樂

天黑請閉眼
我在你身邊
卻測不出妳雪藏的那面
該怎麼進退 妳狼狽發言
那些預言都 成了虧欠
天黑請閉眼
愛在你身邊
毒藥是誰給 女巫的懲戒
我怎麼進退 故事的結尾
你一槍爆裂埋葬我的愛戀
Oh 不斷輪迴

讀你的心觀察一舉一動
看你出局是否真心難過
別怕思索 別怕猜錯
就把謊戳破 讓我們活到最後

天黑請閉眼
我在你身邊
卻測不出妳雪藏的那面
該怎麼進退 妳狼狽發言
那些預言都 成了虧欠
天黑請閉眼
愛在你身邊
毒藥是誰給 女巫的懲戒
我怎麼進退 故事的結尾
你一槍爆裂埋葬我的愛戀
Oh 不斷輪迴

(Ooh, oh, oh)
(Ooh, oh, oh)
(Ooh, oh, oh, oh, oh)"
Taiwan,Asia,12,有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,A-Lin,A-Lin原聲帶,0,3:57,0.726,
Taiwan,Asia,13,真的傻 (電影《一吻定情》追愛版主題曲),LaLa Hsu,真的傻 (電影《一吻定情》追愛版主題曲),0,4:16,0.726,
Taiwan,Asia,14,Intentions (feat. Quavo),"Justin Bieber, Quavo",Changes,0,3:32,0.726,
Taiwan,Asia,15,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03,0.726,
Taiwan,Asia,16,說好不哭,"Jay Chou, Ashin Chen",說好不哭,0,3:42,0.726,
Taiwan,Asia,17,年少有為,Ronghao Li,耳朵,0,4:39,0.726,"电视一直闪
联络方式都还没删
你待我的好
我却错手毁掉
也曾一起想
有个地方睡觉吃饭
可怎么去熬 日夜颠倒
连头款也凑不到
墙板 被我砸烂
到现在还没修
一碗热的粥
你怕我没够
都留一半带走
给你形容
美好今后 你常常眼睛会红
原来心疼我
我那时候不懂

假如我年少有为 不自卑
懂得什么是珍贵
那些美梦
没给你 我一生有愧
假如我年少有为 知进退
才不会让你替我受罪
婚礼上 多喝几杯
和你现在那位

也曾一起想
有个地方睡觉吃饭
可怎么去熬 日夜颠倒
连头款也凑不到
墙板 被我砸烂
到现在还没修
一碗热的粥
你怕我没够
都留一半带走
给你形容
美好今后 你常常眼睛会红
原来心疼我
我那时候不懂

假如我年少有为 不自卑
懂得什么是珍贵
那些美梦
没给你 我一生有愧
假如我年少有为 知进退
才不会让你替我受罪
婚礼上 多喝几杯
和你现在那位

假如我年少有为 不自卑
尝过后悔的滋味
金钱地位
搏到了却好想退回
假如我年少有为 知进退
才不会让你替我受罪
婚礼上 多喝几杯
和你现在那位

在婚礼上 多喝几杯
祝我年少有为"
Taiwan,Asia,18,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41,0.726,
Taiwan,Asia,19,路過人間,Yisa Yu,路過人間,0,4:07,0.726,"Hey 意不意外 她背影 那麼輕快
Hey 要明白 人會來 就會離開

世上唯一不變 是人都善變
路過人間 愛都有期限
天可憐見 心碎在所難免
以為痛過幾回 多了些修煉
路過人間 就懂得防衛
說來慚愧 人只要有機會 就又淪陷

Hey 別再猜 她可曾 想過回來
Hey 醒過來 你很好 她也不壞

快快抹乾眼淚 看曇花多美
路過人間 無非一瞬間
每段並肩 都不過是擦肩
曾經辜負哪位 這才被虧欠
路過人間 一直這輪迴
幸運一點 也許最後和誰 都不相欠

Woo, woo
Woo, woo
Ha, ha

人對愛和永遠 應該有幻覺
路過人間 也才幾十年
卻為了愛 勇於蹉跎歲月 Ha
相遇離別 貪瞋愛痴怨
路過人間 就忙著這些
誰有意見 莫非是心裡面 渺無人煙
無人可戀 Ha-ha
來這人間 Ah 有多浪費"
Taiwan,Asia,20,Lose Somebody,"Kygo, OneRepublic",Lose Somebody,0,3:19,0.726,
Taiwan,Asia,21,Say So (feat. Nicki Minaj),"Doja Cat, Nicki Minaj",Say So (feat. Nicki Minaj),1,3:26,0.726,
